student_id,internship_id,applied,got_offer,skill_overlap_ratio,weighted_skill_match,num_matching_skills,total_required_skills,has_high_value_combination,num_high_value_skills,student_cgpa,student_tier,student_region,student_branch,internship_domain,stipend_score,internship_duration_weeks,duration_score,internship_work_type,location_match,domain_match,branch_match,rural_student_on_site_penalty
S061,INT063,1,0,0.2,0.0,0,4,0,0,5.58,Tier-3,Urban,Electronics & Communication,Web Development,0.48,16,0.533,Remote,0.4,0,0.24,0
S061,INT064,1,1,0.8,0.667,2,3,0,0,5.58,Tier-3,Urban,Electronics & Communication,Security,0.32,28,0.933,Hybrid,0.4,0,0.0,0
S061,INT079,0,0,0.267,0.0,0,3,0,0,5.58,Tier-3,Urban,Electronics & Communication,Cloud Computing,0.4,30,1.0,Remote,0.4,0,0.38,0
S061,INT088,0,0,0.2,0.0,0,6,0,0,5.58,Tier-3,Urban,Electronics & Communication,Analytics,0.48,14,0.467,On-site,0.4,0,0.0,0
S061,INT098,0,0,0.2,0.0,0,4,0,0,5.58,Tier-3,Urban,Electronics & Communication,UI/UX Design,0.6,12,0.4,On-site,0.7,0,0.24,0
S061,INT102,0,0,0.133,0.0,0,6,0,0,5.58,Tier-3,Urban,Electronics & Communication,Finance,0.32,10,0.333,Hybrid,1.0,0,0.18,0
S061,INT108,0,0,0.2,0.0,0,2,0,0,5.58,Tier-3,Urban,Electronics & Communication,Cloud Services,0.6,10,0.333,Hybrid,1.0,0,0.0,0
S061,INT111,1,1,0.1,0.0,0,4,0,0,5.58,Tier-3,Urban,Electronics & Communication,Digital Marketing,0.32,22,0.733,On-site,0.4,0,0.0,0
S061,INT113,0,0,0.2,0.0,0,4,0,0,5.58,Tier-3,Urban,Electronics & Communication,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S061,INT116,0,0,0.133,0.0,0,6,0,0,5.58,Tier-3,Urban,Electronics & Communication,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,0
S061,INT117,0,0,0.4,0.0,0,2,0,0,5.58,Tier-3,Urban,Electronics & Communication,Quality Assurance,0.6,10,0.333,Remote,0.4,0,0.0,0
S061,INT119,1,0,0.36,0.2,1,5,0,0,5.58,Tier-3,Urban,Electronics & Communication,UI/UX Design,0.48,6,0.2,On-site,0.7,0,0.24,0
S061,INT120,1,0,0.267,0.0,0,3,0,0,5.58,Tier-3,Urban,Electronics & Communication,Network Security,0.48,22,0.733,Remote,0.4,0,0.0,0
S061,INT123,0,0,0.16,0.0,0,5,0,0,5.58,Tier-3,Urban,Electronics & Communication,Marketing,0.6,4,0.133,Hybrid,0.4,0,0.0,0
S061,INT134,0,0,0.16,0.0,0,5,0,0,5.58,Tier-3,Urban,Electronics & Communication,Security,0.6,6,0.2,On-site,0.4,0,0.0,0
S061,INT140,0,0,0.16,0.0,0,5,0,0,5.58,Tier-3,Urban,Electronics & Communication,Analytics,0.48,20,0.667,Remote,0.7,0,0.0,0
S061,INT146,0,0,0.2,0.0,0,4,0,0,5.58,Tier-3,Urban,Electronics & Communication,Analytics,0.4,18,0.6,Hybrid,0.7,0,0.0,0
S064,INT079,1,0,0.333,0.325,1,3,0,1,5.74,Tier-1,Rural,AI,Cloud Computing,0.4,30,1.0,Remote,0.4,1,0.64,0
S064,INT011,0,0,0.267,0.0,0,6,0,0,5.74,Tier-1,Rural,AI,Data Science,0.48,4,0.133,Remote,0.4,0,0.0,0
S064,INT031,0,0,0.467,0.333,1,3,0,0,5.74,Tier-1,Rural,AI,Data Science & Analytics,0.6,12,0.4,Hybrid,0.4,0,0.95,0
S064,INT035,0,0,0.267,0.0,0,3,0,0,5.74,Tier-1,Rural,AI,Cybersecurity,0.48,18,0.6,On-site,0.4,0,0.38,1
S064,INT043,0,0,0.2,0.0,0,2,0,0,5.74,Tier-1,Rural,AI,Product Management,0.32,6,0.2,On-site,0.4,0,0.0,1
S064,INT060,0,0,0.133,0.0,0,3,0,0,5.74,Tier-1,Rural,AI,Software Development,0.48,12,0.4,Remote,0.4,0,0.0,0
S064,INT068,0,0,0.16,0.0,0,5,0,0,5.74,Tier-1,Rural,AI,Artificial Intelligence,0.4,8,0.267,Hybrid,0.4,0,1.0,0
S064,INT070,0,0,0.3,0.167,1,6,0,0,5.74,Tier-1,Rural,AI,Software Engineering,0.4,14,0.467,On-site,0.4,0,0.0,1
S064,INT074,0,0,0.44,0.2,1,5,0,0,5.74,Tier-1,Rural,AI,Testing,0.2,10,0.333,On-site,0.4,0,0.0,1
S064,INT075,0,0,0.48,0.4,2,5,0,0,5.74,Tier-1,Rural,AI,Mobile Development,0.72,20,0.667,Hybrid,1.0,0,0.24,0
S064,INT080,1,1,0.7,0.5,1,2,0,0,5.74,Tier-1,Rural,AI,AI,0.72,22,0.733,Hybrid,0.4,0,0.0,0
S064,INT081,0,0,0.16,0.0,0,5,0,0,5.74,Tier-1,Rural,AI,Finance,0.72,14,0.467,Remote,0.4,0,0.34,0
S064,INT094,0,0,0.4,0.0,0,3,0,0,5.74,Tier-1,Rural,AI,Business Analysis,0.6,16,0.533,Remote,0.4,0,0.0,0
S064,INT125,0,0,0.28,0.2,1,5,0,0,5.74,Tier-1,Rural,AI,Financial Services,0.4,22,0.733,Remote,0.4,0,0.0,0
S064,INT136,1,0,0.4,0.0,0,4,0,0,5.74,Tier-1,Rural,AI,Testing,0.4,24,0.8,On-site,0.4,0,0.0,1
S064,INT139,1,0,0.36,0.2,1,5,0,0,5.74,Tier-1,Rural,AI,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S064,INT075,0,0,0.48,0.4,2,5,0,0,5.74,Tier-1,Rural,AI,Mobile Development,0.72,20,0.667,Hybrid,1.0,0,0.24,0
S066,INT062,0,0,0.0,0.0,0,2,0,0,9.33,Tier-2,Rural,Finance,Artificial Intelligence,0.32,22,0.733,Hybrid,1.0,1,0.42,0
S066,INT006,0,0,0.467,0.342,1,3,0,1,9.33,Tier-2,Rural,Finance,DevOps,0.32,8,0.267,On-site,0.4,0,0.0,1
S066,INT010,0,0,0.567,0.284,3,6,0,0,9.33,Tier-2,Rural,Finance,Web Development,0.2,14,0.467,Remote,1.0,0,0.14,0
S066,INT022,0,0,0.2,0.0,0,6,0,0,9.33,Tier-2,Rural,Finance,Product Management,0.32,12,0.4,On-site,0.4,0,0.0,1
S066,INT025,0,0,0.2,0.0,0,6,0,0,9.33,Tier-2,Rural,Finance,Testing,0.72,18,0.6,Remote,0.4,0,0.0,0
S066,INT028,0,0,0.4,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,CI/CD,0.6,28,0.933,Remote,0.4,0,0.0,0
S066,INT034,1,0,0.267,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,AI,0.2,4,0.133,Remote,1.0,1,0.0,0
S066,INT038,0,0,0.267,0.0,0,6,0,0,9.33,Tier-2,Rural,Finance,Security,0.48,8,0.267,Hybrid,0.4,0,0.0,0
S066,INT041,0,0,0.133,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,Cloud Services,0.32,6,0.2,Remote,0.4,0,0.0,0
S066,INT045,1,0,0.4,0.0,0,2,0,0,9.33,Tier-2,Rural,Finance,DevOps,0.2,6,0.2,Remote,1.0,0,0.0,0
S066,INT048,0,0,0.4,0.0,0,2,0,0,9.33,Tier-2,Rural,Finance,Machine Learning,0.32,6,0.2,On-site,0.4,1,0.0,1
S066,INT058,0,0,0.367,0.167,1,6,0,0,9.33,Tier-2,Rural,Finance,Quality Assurance,0.2,20,0.667,On-site,0.4,0,0.0,1
S066,INT063,0,0,0.1,0.0,0,4,0,0,9.33,Tier-2,Rural,Finance,Web Development,0.48,16,0.533,Remote,0.4,0,0.14,0
S066,INT064,1,1,0.267,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,Security,0.32,28,0.933,Hybrid,1.0,0,0.0,0
S066,INT079,0,0,0.267,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,Cloud Computing,0.4,30,1.0,Remote,0.4,0,0.18,0
S066,INT088,0,0,0.2,0.0,0,6,0,0,9.33,Tier-2,Rural,Finance,Analytics,0.48,14,0.467,On-site,1.0,0,0.0,1
S066,INT098,0,0,0.2,0.0,0,4,0,0,9.33,Tier-2,Rural,Finance,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.2,1
S066,INT102,1,1,0.567,0.296,3,6,0,0,9.33,Tier-2,Rural,Finance,Finance,0.32,10,0.333,Hybrid,0.4,0,1.0,0
S066,INT108,0,0,0.4,0.0,0,2,0,0,9.33,Tier-2,Rural,Finance,Cloud Services,0.6,10,0.333,Hybrid,0.4,0,0.0,0
S066,INT111,1,1,0.2,0.0,0,4,0,0,9.33,Tier-2,Rural,Finance,Digital Marketing,0.32,22,0.733,On-site,0.4,0,0.0,1
S066,INT113,0,0,0.35,0.25,1,4,0,0,9.33,Tier-2,Rural,Finance,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S066,INT116,1,1,0.3,0.167,1,6,0,0,9.33,Tier-2,Rural,Finance,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,1
S066,INT117,1,0,0.7,0.5,1,2,0,0,9.33,Tier-2,Rural,Finance,Quality Assurance,0.6,10,0.333,Remote,0.4,0,0.0,0
S066,INT119,0,0,0.16,0.0,0,5,0,0,9.33,Tier-2,Rural,Finance,UI/UX Design,0.48,6,0.2,On-site,0.4,0,0.2,1
S066,INT120,0,0,0.267,0.0,0,3,0,0,9.33,Tier-2,Rural,Finance,Network Security,0.48,22,0.733,Remote,0.4,0,0.0,0
S066,INT123,1,1,0.24,0.0,0,5,0,0,9.33,Tier-2,Rural,Finance,Marketing,0.6,4,0.133,Hybrid,0.4,0,0.0,0
S066,INT134,1,1,0.44,0.2,1,5,0,0,9.33,Tier-2,Rural,Finance,Security,0.6,6,0.2,On-site,0.4,0,0.0,1
S066,INT140,0,0,0.16,0.0,0,5,0,0,9.33,Tier-2,Rural,Finance,Analytics,0.48,20,0.667,Remote,0.4,0,0.0,0
S066,INT146,1,1,0.45,0.25,1,4,0,0,9.33,Tier-2,Rural,Finance,Analytics,0.4,18,0.6,Hybrid,0.4,0,0.0,0
S066,INT076,1,0,0.25,0.219,1,4,0,1,9.33,Tier-2,Rural,Finance,Finance,0.6,30,1.0,On-site,1.0,0,1.0,1
S066,INT021,0,0,0.3,0.167,1,6,0,0,9.33,Tier-2,Rural,Finance,Quality Assurance,0.6,6,0.2,Remote,0.4,0,0.0,0
S066,INT113,0,0,0.35,0.25,1,4,0,0,9.33,Tier-2,Rural,Finance,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S066,INT139,1,0,0.28,0.2,1,5,0,0,9.33,Tier-2,Rural,Finance,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S066,INT052,0,0,0.367,0.5,1,6,0,1,9.33,Tier-2,Rural,Finance,Cloud Computing,0.4,24,0.8,Hybrid,0.4,0,0.18,0
S067,INT006,0,0,0.267,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,DevOps,0.32,8,0.267,On-site,0.4,0,0.0,0
S067,INT010,1,1,0.267,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Web Development,0.2,14,0.467,Remote,0.4,0,0.24,0
S067,INT022,0,0,0.4,0.333,2,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Product Management,0.32,12,0.4,On-site,1.0,0,0.0,0
S067,INT025,0,0,0.3,0.167,1,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Testing,0.72,18,0.6,Remote,0.7,0,0.0,0
S067,INT028,0,0,0.133,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,CI/CD,0.6,28,0.933,Remote,0.4,0,0.0,0
S067,INT034,0,0,0.267,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,AI,0.2,4,0.133,Remote,0.4,1,0.0,0
S067,INT038,0,0,0.2,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Security,0.48,8,0.267,Hybrid,0.4,0,0.0,0
S067,INT041,0,0,0.267,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,Cloud Services,0.32,6,0.2,Remote,0.4,0,0.0,0
S067,INT045,1,0,0.2,0.0,0,2,0,0,7.65,Tier-3,Urban,Electronics & Communication,DevOps,0.2,6,0.2,Remote,0.4,0,0.0,0
S067,INT048,1,1,0.2,0.0,0,2,0,0,7.65,Tier-3,Urban,Electronics & Communication,Machine Learning,0.32,6,0.2,On-site,0.7,1,0.0,0
S067,INT058,0,0,0.2,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Quality Assurance,0.2,20,0.667,On-site,0.4,0,0.0,0
S067,INT063,0,0,0.2,0.0,0,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,Web Development,0.48,16,0.533,Remote,0.4,0,0.24,0
S067,INT064,0,0,0.4,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,Security,0.32,28,0.933,Hybrid,0.4,0,0.0,0
S067,INT079,0,0,0.267,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,Cloud Computing,0.4,30,1.0,Remote,0.7,0,0.38,0
S067,INT088,1,1,0.2,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Analytics,0.48,14,0.467,On-site,0.4,0,0.0,0
S067,INT098,0,0,0.3,0.0,0,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.24,0
S067,INT102,0,0,0.133,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Finance,0.32,10,0.333,Hybrid,0.4,0,0.18,0
S067,INT108,0,0,0.5,0.5,1,2,0,0,7.65,Tier-3,Urban,Electronics & Communication,Cloud Services,0.6,10,0.333,Hybrid,0.4,0,0.0,0
S067,INT111,1,0,0.1,0.0,0,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,Digital Marketing,0.32,22,0.733,On-site,0.4,0,0.0,0
S067,INT113,1,1,0.35,0.25,1,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,Design,0.6,8,0.267,Hybrid,0.4,0,0.0,0
S067,INT116,0,0,0.133,0.0,0,6,0,0,7.65,Tier-3,Urban,Electronics & Communication,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,0
S067,INT117,1,0,0.4,0.0,0,2,0,0,7.65,Tier-3,Urban,Electronics & Communication,Quality Assurance,0.6,10,0.333,Remote,0.4,0,0.0,0
S067,INT119,0,0,0.24,0.0,0,5,0,0,7.65,Tier-3,Urban,Electronics & Communication,UI/UX Design,0.48,6,0.2,On-site,0.4,0,0.24,0
S067,INT120,0,0,0.267,0.0,0,3,0,0,7.65,Tier-3,Urban,Electronics & Communication,Network Security,0.48,22,0.733,Remote,0.7,0,0.0,0
S067,INT123,0,0,0.28,0.2,1,5,0,0,7.65,Tier-3,Urban,Electronics & Communication,Marketing,0.6,4,0.133,Hybrid,0.4,0,0.0,0
S067,INT134,0,0,0.36,0.2,1,5,0,0,7.65,Tier-3,Urban,Electronics & Communication,Security,0.6,6,0.2,On-site,0.4,0,0.0,0
S067,INT140,0,0,0.16,0.0,0,5,0,0,7.65,Tier-3,Urban,Electronics & Communication,Analytics,0.48,20,0.667,Remote,0.4,0,0.0,0
S067,INT146,0,0,0.2,0.0,0,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,Analytics,0.4,18,0.6,Hybrid,0.4,0,0.0,0
S067,INT027,0,0,0.25,0.25,1,4,0,0,7.65,Tier-3,Urban,Electronics & Communication,Machine Learning,0.4,16,0.533,Remote,0.4,1,0.0,0
S068,INT011,1,1,0.2,0.0,0,6,0,0,6.56,Tier-2,Rural,Electrical Engineering,Data Science,0.48,4,0.133,Remote,1.0,0,0.0,0
S068,INT031,1,1,0.8,0.667,2,3,0,0,6.56,Tier-2,Rural,Electrical Engineering,Data Science & Analytics,0.6,12,0.4,Hybrid,0.4,0,0.34,0
S068,INT035,0,0,0.267,0.0,0,3,0,0,6.56,Tier-2,Rural,Electrical Engineering,Cybersecurity,0.48,18,0.6,On-site,0.4,0,0.0,1
S068,INT043,1,0,0.2,0.0,0,2,0,0,6.56,Tier-2,Rural,Electrical Engineering,Product Management,0.32,6,0.2,On-site,0.4,0,0.0,1
S068,INT060,1,0,0.133,0.0,0,3,0,0,6.56,Tier-2,Rural,Electrical Engineering,Software Development,0.48,12,0.4,Remote,1.0,0,0.0,0
S068,INT068,0,0,0.16,0.0,0,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Artificial Intelligence,0.4,8,0.267,Hybrid,0.4,0,0.42,0
S068,INT070,1,1,0.3,0.167,1,6,0,0,6.56,Tier-2,Rural,Electrical Engineering,Software Engineering,0.4,14,0.467,On-site,0.4,0,0.0,1
S068,INT074,0,0,0.32,0.0,0,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Testing,0.2,10,0.333,On-site,1.0,0,0.0,1
S068,INT075,0,0,0.24,0.0,0,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Mobile Development,0.72,20,0.667,Hybrid,1.0,0,0.14,0
S068,INT080,0,0,0.2,0.0,0,2,0,0,6.56,Tier-2,Rural,Electrical Engineering,AI,0.72,22,0.733,Hybrid,0.4,0,0.0,0
S068,INT081,1,0,0.44,0.2,1,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Finance,0.72,14,0.467,Remote,1.0,0,0.18,0
S068,INT094,1,1,0.267,0.0,0,3,0,0,6.56,Tier-2,Rural,Electrical Engineering,Business Analysis,0.6,16,0.533,Remote,0.4,0,0.0,0
S068,INT125,0,0,0.24,0.0,0,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Financial Services,0.4,22,0.733,Remote,0.4,0,0.0,0
S068,INT136,0,0,0.2,0.0,0,4,0,0,6.56,Tier-2,Rural,Electrical Engineering,Testing,0.4,24,0.8,On-site,0.4,0,0.0,1
S068,INT139,0,0,0.36,0.2,1,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S068,INT050,0,0,0.2,0.184,1,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Software Engineering,0.2,30,1.0,On-site,0.4,0,0.0,1
S068,INT081,0,0,0.44,0.2,1,5,0,0,6.56,Tier-2,Rural,Electrical Engineering,Finance,0.72,14,0.467,Remote,1.0,0,0.18,0
S069,INT001,1,1,0.133,0.0,0,3,0,0,9.78,Tier-3,Rural,Mechanical Engineering,Financial Services,0.72,18,0.6,Remote,0.4,0,0.0,0
S069,INT085,1,0,0.35,0.257,1,4,0,0,9.78,Tier-3,Rural,Mechanical Engineering,Web Development,0.8,8,0.267,On-site,0.4,0,0.12,1
S069,INT091,0,0,0.35,0.25,1,4,0,0,9.78,Tier-3,Rural,Mechanical Engineering,Business Analysis,0.4,8,0.267,Remote,0.4,0,0.0,0
S069,INT121,1,0,0.7,0.5,1,2,0,1,9.78,Tier-3,Rural,Mechanical Engineering,Data Engineering,0.72,18,0.6,On-site,0.4,0,0.0,1
S069,INT121,1,1,0.7,0.5,1,2,0,1,9.78,Tier-3,Rural,Mechanical Engineering,Data Engineering,0.72,18,0.6,On-site,0.4,0,0.0,1
S069,INT130,0,0,0.25,0.25,1,4,0,0,9.78,Tier-3,Rural,Mechanical Engineering,Database Management,1.0,14,0.467,Remote,0.4,0,0.0,0
S070,INT024,1,1,0.2,0.0,0,6,0,0,7.78,Tier-2,Rural,IT,Mobile Development,0.2,16,0.533,Remote,0.4,0,1.0,0
S070,INT002,1,1,0.5,0.5,1,2,0,0,7.78,Tier-2,Rural,IT,Software Development,0.6,30,1.0,Remote,0.4,0,0.0,0
S070,INT007,1,1,0.133,0.0,0,3,0,0,7.78,Tier-2,Rural,IT,Business Analysis,0.2,24,0.8,On-site,0.4,0,0.0,1
S070,INT012,0,0,0.25,0.145,1,4,0,0,7.78,Tier-2,Rural,IT,Cloud Computing,0.32,6,0.2,Hybrid,0.4,0,1.0,0
S001,INT108,0,0,0.0,0.0,0,2,0,0,8.71,Tier-2,Rural,Biotechnology,Cloud Services,0.6,10,0.333,Hybrid,1.0,0,0.0,0
S001,INT010,0,0,0.067,0.0,0,6,0,0,8.71,Tier-2,Rural,Biotechnology,Web Development,0.2,14,0.467,Remote,0.4,0,0.1,0
S001,INT101,0,0,0.133,0.0,0,3,0,0,8.71,Tier-2,Rural,Biotechnology,Database Management,0.72,18,0.6,On-site,0.4,0,0.0,1
S002,INT060,0,0,0.0,0.0,0,3,0,0,7.81,Tier-1,Urban,Civil Engineering,Software Development,0.48,12,0.4,Remote,0.4,0,0.0,0
S002,INT052,0,0,0.267,0.0,0,6,0,0,7.81,Tier-1,Urban,Civil Engineering,Cloud Computing,0.4,24,0.8,Hybrid,0.4,0,0.18,0
S002,INT062,0,0,0.2,0.0,0,2,0,0,7.81,Tier-1,Urban,Civil Engineering,Artificial Intelligence,0.32,22,0.733,Hybrid,1.0,0,0.24,0
S003,INT032,0,0,0.16,0.0,0,5,0,0,6.72,Tier-1,Urban,IT,Database Management,0.8,4,0.133,Hybrid,0.4,0,0.0,0
S003,INT138,0,0,0.2,0.0,0,6,0,0,6.72,Tier-1,Urban,IT,Analytics,0.6,8,0.267,Remote,0.4,0,0.0,0
S003,INT131,0,0,0.0,0.0,0,3,0,0,6.72,Tier-1,Urban,IT,Finance,0.32,16,0.533,Remote,0.4,0,0.44,0
S004,INT026,0,0,0.44,0.2,1,5,0,0,6.45,Tier-2,Urban,Biotechnology,Product Management,0.2,14,0.467,On-site,0.4,0,0.0,0
S004,INT029,0,0,0.2,0.0,0,2,0,0,6.45,Tier-2,Urban,Biotechnology,Product Management,0.48,20,0.667,Remote,0.4,0,0.0,0
S004,INT110,0,0,0.1,0.0,0,4,0,0,6.45,Tier-2,Urban,Biotechnology,Cybersecurity,0.6,14,0.467,On-site,0.4,0,0.0,0
S005,INT018,0,0,0.1,0.0,0,4,0,0,7.67,Tier-1,Rural,Chemical Engineering,Finance,0.72,16,0.533,Hybrid,0.4,0,0.2,0
S005,INT035,0,0,0.0,0.0,0,3,0,0,7.67,Tier-1,Rural,Chemical Engineering,Cybersecurity,0.48,18,0.6,On-site,0.4,0,0.0,1
S005,INT078,0,0,0.0,0.0,0,2,0,0,7.67,Tier-1,Rural,Chemical Engineering,Software Development,0.2,28,0.933,Remote,0.4,0,0.0,0
S006,INT024,0,0,0.3,0.167,1,6,0,0,6.05,Tier-1,Urban,Electrical Engineering,Mobile Development,0.2,16,0.533,Remote,0.4,0,0.14,0
S006,INT024,0,0,0.3,0.167,1,6,0,0,6.05,Tier-1,Urban,Electrical Engineering,Mobile Development,0.2,16,0.533,Remote,0.4,0,0.14,0
S006,INT059,0,0,0.0,0.0,0,3,0,0,6.05,Tier-1,Urban,Electrical Engineering,Data Engineering,0.72,14,0.467,On-site,0.4,0,0.0,0
S008,INT105,0,0,0.267,0.0,0,6,0,0,8.75,Tier-1,Urban,Architecture,App Development,0.48,30,1.0,On-site,0.4,0,0.0,0
S008,INT098,0,0,0.3,0.0,0,4,0,0,8.75,Tier-1,Urban,Architecture,UI/UX Design,0.6,12,0.4,On-site,0.4,0,0.74,0
S008,INT079,0,0,0.267,0.0,0,3,0,0,8.75,Tier-1,Urban,Architecture,Cloud Computing,0.4,30,1.0,Remote,0.4,0,0.14,0
S010,INT064,0,0,0.467,0.333,1,3,0,0,8.78,Tier-1,Urban,AI,Security,0.32,28,0.933,Hybrid,0.4,0,0.0,0
S010,INT028,0,0,0.133,0.0,0,3,0,0,8.78,Tier-1,Urban,AI,CI/CD,0.6,28,0.933,Remote,0.4,0,0.0,0
S010,INT116,0,0,0.633,0.5,3,6,0,0,8.78,Tier-1,Urban,AI,Network Security,0.2,6,0.2,On-site,0.4,0,0.0,0
S011,INT003,0,0,0.08,0.0,0,5,0,0,6.14,Tier-3,Urban,Finance,Database Management,0.48,22,0.733,Hybrid,0.4,0,0.0,0
S011,INT007,0,0,0.133,0.0,0,3,0,0,6.14,Tier-3,Urban,Finance,Business Analysis,0.2,24,0.8,On-site,0.4,0,0.0,0
S011,INT139,0,0,0.24,0.0,0,5,0,0,6.14,Tier-3,Urban,Finance,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S012,INT081,0,0,0.0,0.0,0,5,0,0,8.29,Tier-2,Urban,AI,Finance,0.72,14,0.467,Remote,0.4,0,0.34,0
S012,INT017,0,0,0.0,0.0,0,3,0,0,8.29,Tier-2,Urban,AI,Data Science,0.72,28,0.933,Remote,0.4,0,0.0,0
S012,INT133,0,0,0.0,0.0,0,5,0,0,8.29,Tier-2,Urban,AI,App Development,0.32,18,0.6,On-site,0.4,0,0.0,0
S013,INT100,0,0,0.0,0.0,0,3,0,0,6.39,Tier-3,Urban,Data Science,Cloud Computing,0.2,28,0.933,Hybrid,0.4,0,0.66,0
S013,INT055,0,0,0.2,0.0,0,2,0,0,6.39,Tier-3,Urban,Data Science,Fintech,0.32,6,0.2,On-site,1.0,0,0.0,0
S013,INT009,0,0,0.08,0.0,0,5,0,0,6.39,Tier-3,Urban,Data Science,Mobile Development,0.4,4,0.133,Hybrid,0.4,0,0.22,0
S015,INT112,0,0,0.0,0.0,0,2,0,0,5.25,Tier-2,Urban,Finance,Marketing,0.32,6,0.2,Hybrid,0.4,0,0.0,0
S015,INT133,0,0,0.36,0.2,1,5,0,0,5.25,Tier-2,Urban,Finance,App Development,0.32,18,0.6,On-site,0.7,0,0.0,0
S015,INT026,0,0,0.24,0.0,0,5,0,0,5.25,Tier-2,Urban,Finance,Product Management,0.2,14,0.467,On-site,0.4,0,0.0,0
S016,INT062,0,0,0.4,0.0,0,2,0,0,8.29,Tier-3,Urban,Chemical Engineering,Artificial Intelligence,0.32,22,0.733,Hybrid,1.0,0,0.24,0
S016,INT148,0,0,0.16,0.0,0,5,0,0,8.29,Tier-3,Urban,Chemical Engineering,Testing,0.4,14,0.467,On-site,0.4,0,0.0,0
S016,INT139,0,0,0.2,0.2,1,5,0,0,8.29,Tier-3,Urban,Chemical Engineering,Design,0.72,12,0.4,Hybrid,0.4,0,0.0,0
S017,INT078,0,0,0.0,0.0,0,2,0,0,9.4,Tier-1,Urban,Data Science,Software Development,0.2,28,0.933,Remote,0.4,0,0.0,0
S017,INT024,0,0,0.3,0.167,1,6,0,0,9.4,Tier-1,Urban,Data Science,Mobile Development,0.2,16,0.533,Remote,0.4,0,0.22,0
S017,INT072,0,0,0.133,0.0,0,3,0,0,9.4,Tier-1,Urban,Data Science,Data Engineering,0.2,18,0.6,On-site,1.0,0,0.96,0
S018,INT026,0,0,0.16,0.0,0,5,0,0,8.71,Tier-1,Urban,IT,Product Management,0.2,14,0.467,On-site,0.4,0,0.0,0
S018,INT115,0,0,0.2,0.2,1,5,0,0,8.71,Tier-1,Urban,IT,Cybersecurity,0.2,4,0.133,Remote,0.4,0,1.0,0
S018,INT052,0,0,0.2,0.0,0,6,0,0,8.71,Tier-1,Urban,IT,Cloud Computing,0.4,24,0.8,Hybrid,1.0,0,1.0,0
S019,INT078,0,0,0.0,0.0,0,2,0,0,6.38,Tier-3,Urban,Biotechnology,Software Development,0.2,28,0.933,Remote,0.4,0,0.0,0
S019,INT085,0,0,0.35,0.257,1,4,0,0,6.38,Tier-3,Urban,Biotechnology,Web Development,0.8,8,0.267,On-site,0.4,0,0.1,0
S019,INT131,0,0,0.0,0.0,0,3,0,0,6.38,Tier-3,Urban,Biotechnology,Finance,0.32,16,0.533,Remote,0.4,0,0.14,0
S020,INT108,0,0,0.2,0.0,0,2,0,0,9.42,Tier-1,Rural,IT,Cloud Services,0.6,10,0.333,Hybrid,0.4,0,0.0,0
